,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
5403,@teechiks @SAFA_net Shakes Mashaba must fall comming soon on your nearest stadium probably pieRats supporter will start it or wits supports,2016-10-10,POINT (28.1366768 -26.172960449999998),211,0,1,1,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,20
5404,"Wow I need to spend the day being productive &amp; finish all these assignments, cannot trust this shutdown. UWC is capable of a major plotwist.",2016-10-10,POINT (18.6333173 -33.8902748),26244,0,0,0,0,0.125,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,3
5405,#Fees2017 students say they will go to West Campus to disrupt classes. CM,2016-10-10,POINT (27.968098050000002 -26.276138500000002),781577,5,0,2,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5406,University of Pretoria students are calling on the university to publicly support their call for free education. #fees2017,2016-10-10,POINT (28.184066 -25.75260515),68911,17,0,10,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
5407,Funny those police who shoot student they can't even afford varsity fees themselves #Fees2017,2016-10-10,POINT (28.09468145 -25.487516900000003),6738,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,94
5408,"Dear UNISA Students and SRC

Aren't you guys frustrated by the high fees? 

Regards",2016-10-10,POINT (21.265944849999997 -28.45340525),1647,0,0,0,0,0.5,0.0,Neutral,Nothern Cape,Z F Mgcawu,Dawid Kruiper,9
5409,@SakinaKamwendo the struggle for free education seems to be spiral and spread to secondary and primary school. https://t.co/9DU74LIAdJ,2016-10-10,POINT (18.4241 -33.9249),661,0,0,0,0,0.375,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5410,I don't understand. Wits management agrees about free tertiary education. What are they threatening academics who support students? https://t.co/U8cBzADX2L,2016-10-10,POINT (27.968098050000002 -26.276138500000002),30190,3,0,1,0,0.7000000000000001,0.1374999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5411,"#Fees2017 #Wits More Protesting students arriving outside the great hall,singing struggle songs.KG https://t.co/SW50pHDPs1",2016-10-10,POINT (27.968098050000002 -26.276138500000002),781577,7,2,3,2,0.6541666666666666,-0.0874999999999999,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5412,As schools re-open today some leaners walk to school barefooted and strive for education ✊💪👊,2016-10-10,POINT (28.09468145 -25.487516900000003),3469,0,0,0,0,0.5666666666666667,0.325,Positive,Gauteng,City of Tshwane,City of Tshwane,94
5413,Experience is a good school but the fees are high! #Quotes #MondayMotivation with #70vibeFm #2listen https://t.co/4si8UiVGD6,2016-10-10,POINT (18.4241 -33.9249),7722,0,0,0,0,0.65,-0.1416666666666667,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5414,Experience is a good school but the fees are high! #Quotes #MondayMotivation with #70vibeFm #2listen https://t.co/4si8UiE5Ly,2016-10-10,POINT (18.4241 -33.9249),7722,0,0,0,0,0.8,0.4,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5415,"Designated areas to protest, how adult. Is @WitsUniversity also going to have specific agreed on routes for marches on campus? @UCT_news? https://t.co/fUJYxeuko0",2016-10-09,POINT (18.4241 -33.9249),758,0,0,0,0,0.375,0.0416666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5416,Univ. is aware of an anonymous notice of a shutdown of all unives circulating on social media . WITS will reopen tomorrow.@ANN7tv @WitsSRC https://t.co/fOOHRB8SRC,2016-10-09,POINT (28.10355085 -25.9884044),360,7,2,2,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
5417,Wits university's SRC has threatened protests if management goes ahead with a pledge to reopen the institution tomorrow.,2016-10-09,POINT (27.968098050000002 -26.276138500000002),798024,10,1,6,3,0.3,-0.2666666666666666,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5418,Guilty as charged: Burning universities are a mirror of our country https://t.co/ko73IsVBVk Great article and so true @Jay_Naidoo,2016-10-09,POINT (18.4241 -33.9249),1776,0,0,0,0,0.5,0.0625,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5419,I once asked a Prof from @unisa  what she thought of the whole fees must fall.,2016-10-09,POINT (28.184066 -25.75260515),2095,0,1,0,0,0.8,0.4,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5420,"Then why did the minister put the decision on universities, and not just fund free education? https://t.co/UjzL4kOn6u",2016-10-09,POINT (28.15360875 -26.13436965),151,0,0,0,0,0.5700000000000001,0.4499999999999999,Positive,Gauteng,Ekurhuleni,Ekurhuleni,19
5421,Khayelitsha Kids From Site C Dance At Clifton WaterFront For Food Money &amp; School Supplies.Our Team Knows... https://t.co/STo9UXuIcd,2016-10-09,POINT (18.4241 -33.9249),783,0,0,0,0,0.65,0.35,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5422,The @MYANC promised free education not universities. So shouldn't these students march to Luthuli House and cause a scene there? #Stupidity,2016-10-09,POINT (31.00654185 -29.70160885),1849,0,0,0,0,0.8,0.4,Positive,KwaZulu-Natal,eThekwini,eThekwini,49
5423,"@ School  was doing Health Education in Std 4, these days they doing Life Orientation in Grade 7/8.… https://t.co/9Gcb7wpJrG",2016-10-09,POINT (27.875271750000007 -26.2564214),2665,0,0,1,0,0.8,-0.2,Negative,Gauteng,City of Johannesburg,City of Johannesburg,37
5424,Thanks Carolyn @Carolyn_Steyn @67Blankets - will arrange to meet up this week to discuss #corporate drive for University fees #FeesMustFall,2016-10-09,POINT (28.184066 -25.75260515),1821,0,0,0,0,0.2291666666666666,0.0875,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5425,"The Campaign's aim is to target high school leaners and the young people categorized as ""Not in Employement, Education nor Training""(NEET).",2016-10-09,POINT (29.168893799999996 -25.8457775),38363,1,0,0,0,0.0,0.0,Neutral,Mpumalanga,Nkangala,Emalahleni,12
5426,Vote Tuks Camerata as the audience's favorite in the Varsity Sing finals!! 😋 #Step1 Download the… https://t.co/NNcS6X3EjP,2016-10-09,POINT (28.184066 -25.75260515),311,0,0,1,0,0.3,0.2,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5427,@DanielRatele @UJAPK_SRC @anisa_mazimpaka @jobesihle DFC is most tribal campus yet seem more composed than any of the other but SWC,2016-10-09,POINT (27.968098050000002 -26.276138500000002),733,0,0,0,0,0.2,0.1,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5428,Campaign to discredit Higher Education system planned 4 years ago when @afriforum initiated private Afrikaans medium universities.,2016-10-09,POINT (24.7638326 -28.7456859),4011,1,0,0,0,0.3,1.0,Positive,Nothern Cape,Frances Baard,Sol Plaatjie,20
5429,"Sure, we would miss our daily fix for one week to fund a student education #UniversityLevy but it would help someone else! #FeesMustFall https://t.co/1AuiCXhcuV",2016-10-09,POINT (28.184066 -25.75260515),1821,1,0,0,0,0.8,0.4,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5430,Would you forgo shopping for &amp; buying 1 pair of shoes to fund a student education #UniversityLevy? #FeesMustFall https://t.co/g9bnWoT6K3 https://t.co/rSog97fuf7,2016-10-09,POINT (28.184066 -25.75260515),1821,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
5431,South African youth deserve free university education funded by a #UniversityLevy! @ADHabb @WitsFMF @WitsFMF_2016 https://t.co/upmkakb0iW,2016-10-09,POINT (28.184066 -25.75260515),1821,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
5432,When blacks think like whites maybe if the poor student can get free education u will stop being hooligans u tycoon https://t.co/TObnahFDya,2016-10-09,POINT (27.875271750000007 -26.2564214),6286,0,0,0,0,0.5785714285714286,0.1071428571428571,Positive,Gauteng,City of Johannesburg,City of Johannesburg,37
5433,I don't know what I was thinking going home without paying school fees and rent 😩😩,2016-10-09,POINT (28.09468145 -25.487516900000003),3469,0,0,0,0,0.496875,0.2015625,Positive,Gauteng,City of Tshwane,City of Tshwane,94
5434,Lol I am bro. Not that I completely cant i struggle .. I did isixhosa at high school. https://t.co/aKvjeYn6jb,2016-10-08,POINT (28.7729992 -31.60063065),937,0,0,0,1,0.8,0.4,Positive,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,6
5435,I don't know. Swear at my Geography teacher in high school https://t.co/ifw8VGgV3I,2016-10-08,POINT (28.1361401 -25.860880649999995),484,0,0,0,0,0.3,0.1,Positive,Gauteng,City of Tshwane,City of Tshwane,70
5436,@SAfmnews @Tshwarelo @Shutdown is looming in many universities such wits and UkZN. Wits is destructed by a Swazi national Mcebo Dlamini!,2016-10-08,POINT (28.184066 -25.75260515),381,1,1,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
5437,The current so called gov subsidies to universities can be chanelled to improve basic education in rural nd township https://t.co/4H6PpA9qlr,2016-10-08,POINT (18.8479084 -34.13514925),661,0,0,0,0,0.1,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,100
5438,"Since we want Free Quality Education will we still hear parents tell us ""I took my child to school"" when lobola is paid?",2016-10-08,POINT (28.2430799 -26.0858619),1863,0,0,0,0,0.4888888888888887,-0.2333333333333332,Negative,Gauteng,Ekurhuleni,Ekurhuleni,16
5439,"Wits SRC and Habib go head to head on protests and postponed general assembly
https://t.co/HMUUk3tMLU",2016-10-08,POINT (18.4961166 -33.8234111),184,0,0,0,0,0.5,0.25,Positive,Western Cape,City of Cape Town,City of Cape Town,113
5440,"Academic Nico Cloete, lecturer at the University of the Western Cape, argues, of the one million… https://t.co/Y8KOoZmqyq",2016-10-08,POINT (18.4241 -33.9249),1260,0,0,0,0,0.5416666666666666,-0.2916666666666667,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5441,"Yes 
#UCT becomes 
#FUCT free uct
Free of quality #education 
Eish https://t.co/S0y9haDD5N",2016-10-08,POINT (27.87429235 -26.14271175),3544,2,0,2,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
5442,"These people are in it to break the university, not for #FeesMustFall at all. Jail them and throw away the key! https://t.co/KqshE3NuNc",2016-10-08,POINT (27.87429235 -26.14271175),3544,0,0,0,0,0.1,0.05,Positive,Gauteng,City of Johannesburg,City of Johannesburg,84
5443,"@NomalangaSA I reminded som1 that the so called ""black institutions"" have been in this struggle 4 a long time. Wits does not legitise it.",2016-10-08,POINT (28.1361401 -25.860880649999995),341,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,70
5444,"One of friends said,for once can Wits go through what other Black Universities go through. Strike and write in January",2016-10-08,POINT (29.229650499999998 -25.89503295),922,0,0,0,0,1.0,-0.75,Negative,Mpumalanga,Nkangala,Emalahleni,33
5445,Lets jump with joy! Spring is in the air! Brand new Cherry and Black Dry Tech Colour Block… https://t.co/CycgKY800k,2016-10-08,POINT (18.4241 -33.9249),16,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5446,"Teacher: ""Why are you late to class?"" 
Student: ""You're lucky I came to school""",2016-10-08,POINT (18.4241 -33.9249),1456,0,0,0,0,1.0,-0.5,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5447,"Had a mega mcmuffin at @McDonalds_SA in Paarl. Nice, but smoked chicken cut was hard and rubbery. Had to throw it away. Freshness?",2016-10-08,POINT (18.965651549999997 -33.7282127),603,0,1,0,0,0.6666666666666666,-0.5,Negative,Western Cape,Cape Winelands,Drakenstein,19
5448,This is a student trying hard to pay back his university fees by creating great websites! Please support his business #VoteDA https://t.co/xMRxyuSP0N,2016-10-08,POINT (27.87429235 -26.14271175),3544,1,1,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
5449,"Ferbenzile 😂 @lethswenyo: Come for my man bitch....I'll come for your dad and go shopping with your school fees money""",2016-10-07,POINT (28.38669405 -25.7108117),5625,1,1,0,0,1.0,-0.5,Negative,Gauteng,City of Tshwane,City of Tshwane,18
5450,One of my high school teacher jus told me how she's bumpin my tape wow 💎😢,2016-10-07,POINT (28.10355085 -25.9884044),1423,0,0,0,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
5451,Wits University students have agreed to have talks with management on seeking common ground regarding free education,2016-10-07,POINT (27.968098050000002 -26.276138500000002),798024,6,4,1,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5452,Higher Education Minister Blade Nzimande has called for academic programmes at universities to be completed,2016-10-07,POINT (27.968098050000002 -26.276138500000002),798024,1,0,1,2,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5453,UWC VC Tyrone Pretorius regrets Desmond Tutu International Lecture is not held at UWC due to student protest #SABCWC https://t.co/42ewvNTt3z,2016-10-07,POINT (18.4241 -33.9249),42,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5454,"Students: ""all universities should be shut down until the government agrees to free education"" Government: ""we cannot afford it"" Now what? https://t.co/VcjdOlu3uS",2016-10-07,POINT (27.87429235 -26.14271175),3544,0,0,0,0,0.25,0.0249999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,84
5455,"Not SRC , ex SRC who are trying to remain important 😂 #wits #FeesMustFall https://t.co/je28NjAKZo",2016-10-07,POINT (28.06061305 -26.058708),127,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
5456,"Yes,  because petrol costs just the same as Varsity fees. Wow. #UKZN https://t.co/VGmeKQ5vZO",2016-10-07,POINT (30.3537815 -29.6163998),3740,5,0,3,0,0.0,0.0,Neutral,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
5457,Students supporting the Fees must Fall have blockaded the entrance to the NMMU north campus in Port Elizabeth,2016-10-07,POINT (27.968098050000002 -26.276138500000002),798024,2,0,3,0,0.25,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5458,"SA underspent Higher Education 0,6% of GDP vs 0,78% Africa total 1,3% India 4,5% Cuba. Joining #academicprotest at UKZN today. https://t.co/i0Jxuo0tZE",2016-10-07,POINT (30.3537815 -29.6163998),267,1,0,1,0,0.0,0.0,Neutral,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
5459,"Also students are not just striking for free education - they're fighting for internal university issues. And that, falls under management. https://t.co/Fe1jk0Kqct",2016-10-07,POINT (18.4241 -33.9249),1246,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5460,#FeesMustFall #Wits @gwalax d we curntly hve free education 4 poor? My undersdng is #DOE will pay diffrent of Univ increase. #FreeEducation,2016-10-07,POINT (28.184066 -25.75260515),307,0,0,0,0,0.4166666666666666,0.2083333333333333,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5461,#FreeEducation #FeesMustfall RT @POWER987News: #Fees2017 #Wits Mpofu asks if a nuclear deal is more important than education.,2016-10-07,POINT (27.968098050000002 -26.276138500000002),4160,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5462,"When #Blade says those who cant afford uni fees must go to technikons, it effectively means black poor people are only fit for labour #Wits",2016-10-07,POINT (27.968098050000002 -26.276138500000002),1000,3,1,2,0,0.0,-0.1,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5463,Earlier today lecturers took a position to support the student call for free quality education. #FeesMustFall #FreeEducation https://t.co/JSCAu1yHmY,2016-10-07,POINT (28.184066 -25.75260515),13045,15,2,11,2,0.675,-2.775557561562892e-17,Negative,Gauteng,City of Tshwane,City of Tshwane,60
5464,"How do we decolonise education? Medical School EG: Study our own systems of medicine (ie Sangoma), same way we study western medicine #Wits",2016-10-07,POINT (27.968098050000002 -26.276138500000002),1000,1,3,0,1,0.75,-0.29375,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5465,#feesmustfall the struggle is real #amandla @ UKZN Howard campus https://t.co/UcLlUgarnR,2016-10-07,POINT (30.97257945 -29.9006358),59,0,0,0,0,0.5083333333333334,0.3666666666666667,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
5466,Uproar as Law student points out that this is said to be an inclusive space but current SRC president is not recognised #GeneralAssembly,2016-10-07,POINT (27.968098050000002 -26.276138500000002),1000,0,0,0,0,0.4,-0.5,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5467,"Meanwhile, the #UJ academics held a peace protest outside #UJAPK campus earlier today calling civil society to join #Fees2017 #FeesMustFall https://t.co/ECIpHK5lk6",2016-10-07,POINT (27.968098050000002 -26.276138500000002),2889,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5468,Wits University vice-chancellor accuses pro-free fees students of provocation after threats by them to close down institution for the year,2016-10-07,POINT (27.968098050000002 -26.276138500000002),798024,3,0,1,0,0.8,0.4,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5469,#DaliMpofu: Don't tell us about increasing NSFAS. There must be no NSFAS. Free education for all. #GeneralAssembly #Wits,2016-10-07,POINT (27.968098050000002 -26.276138500000002),1000,0,0,0,0,0.2678571428571428,0.0428571428571428,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5470,Free decolonised education is POSSIBLE !!! Dali Mpofu #GeneralAssembly #FeesMustFallReloaded #FeesMustFall #wits #feesmustfallnow,2016-10-07,POINT (27.968098050000002 -26.276138500000002),1150,0,0,0,0,0.71,0.24,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5471,Dali Mpofu if a nation wants to educate their children it should prioritise what is important to get the education #GeneralAssembly #wits,2016-10-07,POINT (27.968098050000002 -26.276138500000002),1150,10,1,4,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5472,Former Wits SRC president Mcebo Dlamini has something that students like about him. They always eat out of his hand.,2016-10-07,POINT (28.184066 -25.75260515),684,1,0,0,0,0.5666666666666667,0.0249999999999999,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5473,South Africa University Risks Closing as No End Seen to Protest https://t.co/wMaKKGEytr,2016-10-07,POINT (27.968098050000002 -26.276138500000002),5842,0,0,0,0,0.3333333333333333,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5474,Whiteness must feature as a footnote in our lives. It's been too long that education elianates us from our culture. - Dr Lwazi #Wits,2016-10-07,POINT (18.6760467 -33.98028855),2021,0,0,1,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,108
5475,"One of the campus workers, one of our mothers, says students are educating them about how free education could work. #GeneralAssembly #Wits",2016-10-07,POINT (27.968098050000002 -26.276138500000002),1000,2,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5476,"Union of workers || ""we also didn't understand free education but our clever kids tough us what it meant."" || #Wits https://t.co/chgecthPBP",2016-10-07,POINT (27.968098050000002 -26.276138500000002),16354,13,1,16,1,0.05,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5477,Ilada Holdings CEO on issues of education @ UKZN Extended Learning https://t.co/z3XwPet2V2,2016-10-07,POINT (30.97257945 -29.9006358),5904,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
5478,This programme offers a 3.5 year training programme at the WernerVonSiemens Vocational School &amp; Siemens Professional Education Lab in Berlin,2016-10-07,POINT (28.10355085 -25.9884044),7556,2,0,3,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
5479,"Bishop Siwa's take on those in power ""they must not fall until fees fall"" #Wits #FeesMustFall",2016-10-07,POINT (27.968098050000002 -26.276138500000002),365,1,0,0,0,0.1,-0.1,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5480,ceremony delayed...waiting for incumbent SRC President to arrive. @UWConline @uwc_src https://t.co/hd6oleWkZL,2016-10-07,POINT (18.6333173 -33.8902748),135,0,0,0,0,0.1,-0.1,Negative,Western Cape,City of Cape Town,City of Cape Town,3
5481,Expensive fees at universities is a planned way to shut out young blacks from a quality education in order to prosper in life #FeesMustFall,2016-10-07,POINT (22.1659693 -34.076888249999996),3209,0,0,0,0,0.25,-0.075,Negative,Western Cape,Eden,Mossel Bay,5
5482,I just saw some UP academics in a silent protest to demilitarise campus and in support for #FeesMustFall and students,2016-10-07,POINT (28.184066 -25.75260515),242,1,0,0,0,0.375,0.125,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5483,"Lecturers have said that they will not teach with police, private security &amp; bouncers on our campus. This is a principled position! Amandla",2016-10-07,POINT (27.968098050000002 -26.276138500000002),16750,120,10,66,5,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5484,Pambo  says  those who want to continue with studies have less to lose than us who want free education #GeneralAssembly #Wits,2016-10-07,POINT (27.968098050000002 -26.276138500000002),41107,0,0,0,1,0.65,0.4625,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5485,"#Wits - students need to ask difficult questions, time has come for free de colonised education.",2016-10-07,POINT (27.968098050000002 -26.276138500000002),9840,1,0,0,0,0.5,0.625,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5486,Nzimande: The issue of the student fees in universities is a capitalist system which commodified education. #WFTUcongress #NM,2016-10-07,POINT (30.97257945 -29.9006358),1209,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
5487,#Fees2017 #PASMA shutdown University of Limpopo till the Free and Quality Education is attained...Education is free in jail why not outside? https://t.co/bONnLwRl0J,2016-10-07,POINT (27.968098050000002 -26.276138500000002),1510,1,0,0,0,0.34375,-0.15625,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5488,#SACP #Nzimande: On #FeesMustFall - Issue of student fees a global capitalist proble. #WFTU @SACP1921 @WFTUNews,2016-10-07,POINT (30.97257945 -29.9006358),638,1,0,0,0,0.55,0.05,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
5489,"As South Africa's university's face violent protest &amp; total shut down, grim &amp; compelling analysis of nation's ills https://t.co/Trs1FJiYIj",2016-10-07,POINT (27.968098050000002 -26.276138500000002),4988,0,0,1,0,0.68,0.0533333333333333,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5490,Mcebo Dlamini former Wits SRC says the #GeneralAssembly is continuing because the assembly was called by students. #Wits,2016-10-07,POINT (27.968098050000002 -26.276138500000002),41107,4,0,1,0,0.9,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5491,Pambo says students wants us to shutdown. #Wits #GeneralAssembly,2016-10-07,POINT (27.968098050000002 -26.276138500000002),41107,1,1,0,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5492,Googles: How to qeda ibabalaas with home remedies when shops are closed on campus due to the strike.,2016-10-07,POINT (18.6333173 -33.8902748),6266,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,3
5493,"Wits Src: Habib Referendum-----&gt;Opinion Poll

Habib: General Assembly------&gt;Mass Meeting

Guys we're tired, work together please.",2016-10-07,POINT (27.968098050000002 -26.276138500000002),582,1,0,0,0,0.5700000000000001,0.4499999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5494,"Meanwhile, at Unisa: tertiary education will probably be defined by online learning. https://t.co/EZ9cpZLLpi",2016-10-07,POINT (27.968098050000002 -26.276138500000002),30190,1,0,3,1,0.3333333333333333,-0.125,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5495,In First year I had to choose between UCT and UJ only went to UJ because of affordable fees dats why #FeesMustFall #FreeEducationNow,2016-10-07,POINT (27.968098050000002 -26.276138500000002),399,2,0,2,0,0.1,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5496,"@WitsSRC LOL, Wits SRC and media",2016-10-07,POINT (27.968098050000002 -26.276138500000002),600,0,0,0,0,0.5,0.05,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5497,😂😂😂 shots fired . These SRC clowns think they will become struggle heroes here . Totally lost the plot . #wits #witsshutdown #FeesMustFall https://t.co/V5vw5Kbp8B,2016-10-07,POINT (28.06061305 -26.058708),127,0,0,2,1,0.1071428571428571,-0.0523809523809523,Negative,Gauteng,City of Johannesburg,City of Johannesburg,106
5498,"@melinimoses - it has been my view, based on extensive evidence, that this long stopped being about fees. Objective 1. Close universities.",2016-10-07,POINT (28.248846149999995 -26.26501415),485,0,0,1,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,43
5499,The arrogance of wits src to dictate what other unis can do #FreeEducation4ThePoor not for all https://t.co/tLx3mH8vNy,2016-10-07,POINT (30.904357150000003 -29.8728559),741,1,0,1,0,0.5,0.05,Positive,KwaZulu-Natal,eThekwini,eThekwini,63
5500,A bit of a throw back #EkatEmYawa @kingbayaa morning session at campus @ Boston City Campus And… https://t.co/XOriyuiT4N,2016-10-07,POINT (30.97257945 -29.9006358),247,1,0,1,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
5501,"Depressed but not surprised at #Wits #GeneralAssembly failure. Fascists shutting down education, entrenching racial inequality.",2016-10-07,POINT (27.968098050000002 -26.276138500000002),1708,2,0,2,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5502,"#WitsFeesMustFall who said Wits must shutdown for the year of 2016, Students or Habib?",2016-10-07,POINT (27.78284285 -26.70229805),154,0,0,0,1,0.6107142857142858,0.0232142857142857,Positive,Gauteng,Sedibeng,Emfuleni,7
5503,@SihleDLK nsfas is useless and a loan students wants free education their white coleg dont hv depth after school why blacks must suffer,2016-10-07,POINT (18.4241 -33.9249),1181,0,3,0,2,0.4545454545454545,0.1363636363636363,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5504,@SihleDLK habib himself agree free education is posible dont know where u stand only disagreement with students university being closed,2016-10-07,POINT (18.4241 -33.9249),1181,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5505,@Kozo_II the assembly was assembled to discuss opening the university again. SRC won't reopen until education is free. That is narcissistic.,2016-10-07,POINT (27.968098050000002 -26.276138500000002),30190,0,3,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5506,#FeesMustFallWits Habib: What the students wanted is complete shutdown of universities - we couldn't agree to that #sabcnews,2016-10-07,POINT (27.968098050000002 -26.276138500000002),198067,3,0,1,0,0.3125,0.0625,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5507,We probably gon get emails saying bacj to school on Monday or shutdown https://t.co/m2gW99N1Ko,2016-10-07,POINT (28.184066 -25.75260515),922,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
5508,"Habib: Wits agrees free, quality and decolonised education is achievable.",2016-10-07,POINT (28.184066 -25.75260515),3015,0,0,0,1,0.8,0.4,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5509,"@Kozo_II I've heard from numerous sources that students want free education first, then they'll allow the university to open.",2016-10-07,POINT (27.968098050000002 -26.276138500000002),30190,0,2,0,0,0.2888888888888889,-0.1555555555555555,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5510,I'd like to believe they tried to get the SRC to sell us out in #GeneralAssembly but they refused! In President Kefentse we are led!✊✊ #Wits,2016-10-07,POINT (27.968098050000002 -26.276138500000002),2466,1,0,1,0,0.4222222222222222,0.3333333333333333,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5511,#Fees2017 Habib now reads Pledge: The University agrees free quality decolonised education can be achieved. TK,2016-10-07,POINT (27.968098050000002 -26.276138500000002),781577,20,0,6,1,0.3333333333333333,0.0166666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
