,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
96,"Your fav institution is sending students sms's revoking their placements because they have outstanding fees. 

Tuks of niks. 

Wow.",2017-12-20,POINT (27.875271750000007 -26.2564214),69,0,1,2,0,0.375,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
97,"[BREAKING NEWS] Asked if she was admitting that consultations were not held with universities ahead of Zuma’s fee free education announcement? Naledi Pandor answered, “how would I make such an admission if I did not make the announcement? That would surely be ridiculous”. #ANC54",2017-12-20,POINT (27.968098050000002 -26.276138500000002),249331,154,30,219,13,0.2666666666666666,0.1333333333333333,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
98,Agree with the ANC policy that each school should teach at least 1 ethnic language... our kids are drowning with English and Afrikaans in private education,2017-12-20,POINT (28.184066 -25.75260515),1611,0,0,0,0,0.5,0.25,Positive,Gauteng,City of Tshwane,City of Tshwane,60
99,#ANC54 Pandor says an urgent meeting will be convened with universities to discuss the financing of free higher education. TK,2017-12-20,POINT (27.968098050000002 -26.276138500000002),781577,3,1,4,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
100,What I’m gathering from Naledi Pandor re the announcement of free education is that no consultations with the universities and there’s no funding model in place for this yet #ANC54,2017-12-20,POINT (24.7638326 -28.7456859),14496,6,1,8,0,0.5,0.5,Positive,Nothern Cape,Frances Baard,Sol Plaatjie,20
101,"I’m at @Vodacom at Campus Square and just for committing to 24 months on a little phone for Langa, I’ve now also just given away school fees",2017-12-20,POINT (27.968098050000002 -26.276138500000002),276,0,0,0,0,0.4833333333333333,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
102,"@youbabyandi Love school hey. Ks stationery pack was R5000, Jacks R4000 and Emma's R2500 😱 that doesn't even include fees",2017-12-20,POINT (28.184066 -25.75260515),4225,0,2,0,0,0.4333333333333333,0.1999999999999999,Positive,Gauteng,City of Tshwane,City of Tshwane,60
103,I want three but I hear that school fees mad expensive. 😩 https://t.co/jvLhqBvPpA,2017-12-20,POINT (28.184066 -25.75260515),420,0,0,0,0,0.3,0.35,Positive,Gauteng,City of Tshwane,City of Tshwane,60
104,If there was a “So Sharp: Dance Squad” at/ around UCT I would be the happiest person alive 😭,2017-12-20,POINT (27.8575825 -33.02201395),562,0,0,0,0,0.74375,0.04375,Positive,Eastern Cape,Buffalo City,Buffalo City,19
105,"NWU needs to do better, the are Womxn like Nthabiseng Pooe(Former  SRC SG, Con Court Clerk, LLM graduate from UCLA, Section 27 Senior Research) @TshohanaM (Masters Candidate, First &amp; only Woman SRC President. @KbMokoene ( Lecturer UJ, Hons Sociology grad, Masters Candidate. https://t.co/Vkg1FzsZjV",2017-12-20,POINT (27.7250096 -26.2820773),3624,9,1,5,1,0.425,-0.0749999999999999,Negative,Gauteng,West Rand,Rand West City,32
106,"@MYANC @_cosatu @CosatuGS @irvinjimsa1 @zizikodwa I begged my REGION oh I want to go to political school. YOU KNOW BLACKS MOS, GATES. LOCKS. I GET MY POLITICAL EDUCATION FROM @LouisFarrakhan , @DrUmarJohnson_l THAN I DISCOVERED THE BLACK MAN WITH THE ONLY PLAN FOR BLACK EMPOWERNMENT DR CLAUDE ANDERSON",2017-12-20,POINT (27.968098050000002 -26.276138500000002),5738,0,1,0,0,0.8,0.4,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
107,"@mzwandileMasina But also you need to go claim your school fees, what are you saying mara ""waiting"" or ""wasting""🤔🤔 don't worry we can afford data. Just waiting for to vacant office",2017-12-20,POINT (28.205185599999997 -25.3601022),3147,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,76
108,"TOMATOES!!!🍅
A teacher asked her students to bring some tomatoes in a plastic bag to school.
🍅Each tomato was to be given the name of a person whom that child hates.
🍅So, the number of tomatoes would be equal to the number of persons they hate.",2017-12-20,POINT (30.9683366 -25.484198599999996),2810,0,1,1,0,0.0,0.0,Neutral,Mpumalanga,Ehlanzeni,Mbombela,16
109,Yes! School leadership needs to demonstrate their willingness to learn and embrace change  #ADEchst https://t.co/txjSocTD4G,2017-12-19,POINT (28.06061305 -26.058708),4853,1,0,3,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
110,@Tina_R12 Private schools just keep pushing it! The school fees were already increased in September after we enrolled her. 😐,2017-12-19,POINT (28.06061305 -26.058708),5312,0,1,0,0,0.66625,0.49,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
111,Rachel must go back to school next year... Zuma said free education.  @SkeemSaam3 #SkeemSaam,2017-12-19,POINT (27.87429235 -26.14271175),608,0,0,0,0,0.9,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,84
112,".@Harvard signs Memorandum of Understanding w/ Cuban Ministry of Higher Education, renewing commitment b/w the university &amp; the Ministry to facilitate faculty and student #research and study in #Cuba 🇨🇺https://t.co/o7rJyavshp",2017-12-19,POINT (28.184066 -25.75260515),11672,0,0,2,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
113,Make them 54. I gave out 6 today. No university fees can stand on our way🤘🏾💪🏿 https://t.co/PkBEqfmoER,2017-12-19,POINT (29.4770012 -23.9162345),5454,1,0,1,0,0.6,-0.3,Negative,Limpopo,Capricorn,Polokwane,22
114,"@Subz_84 @NdabaShandu @VuyoYekani @NomalangaSA Couple of years ago my now accountant was in debt with UKZN fees, the Jacob Zuma foundation settled his bill and many others fu",2017-12-19,POINT (30.236196300000003 -29.52400075),2266,0,0,0,0,0.15,0.1833333333333333,Positive,KwaZulu-Natal,Umgungundlovu,uMngeni,7
115,nisile nina @DistructionB events zase EC anizi tuu kuzo and we are a huge part of your fanbase...first it was the NMMU Shutdown then the CSP Finale and last weekend y'all did not pitch for Camo Night...hay nisile shame...niyageza fokof,2017-12-19,POINT (28.24321685 -31.20384655),2183,1,2,0,0,0.5,0.15,Positive,Eastern Cape,Joe Gqabi,Elundini,17
116,"A noble son of the soil, a Father and a revolutionary gets his PhD today. 

Our friend, Lwando Mdleleni attains his PhD at the tender age of 29.

He's an activist, former SRC President, UWC Football captain for 8 years and currently a coach.

Pamberi nge Chimurenga! https://t.co/5Rr1h0iXfX",2017-12-19,POINT (18.6333173 -33.8902748),1801,59,6,110,8,0.125,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,3
117,@mangiliciouz Check the UCT accommodation page. They should have plenty for next year. Good luck.,2017-12-19,POINT (18.4241 -33.9249),14636,0,0,0,0,0.525,0.25,Positive,Western Cape,City of Cape Town,City of Cape Town,115
118,I mean even the commission report said it's not feasible they just creating another problem cause some department budget will have to be cut to make provision for free education #ANC54 #freeeducation #CR17 https://t.co/3l8GvzzIIi,2017-12-19,POINT (27.838987799999998 -26.79845045),1342,0,0,0,0,1.0,1.0,Positive,Free State,Fezile Dabi,Metsimaholo,18
119,UJ students you heard for yourselves. Let’s do this @UJAPK_SRC https://t.co/VGlyiYqlow,2017-12-19,POINT (27.968098050000002 -26.276138500000002),1050,5,0,12,0,0.4199999999999999,0.18,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
120,My wish is to see Mofaya as one of the sponsors for the UJ APK SRC Welcoming Party next year Feb https://t.co/3OlrEM5gGw,2017-12-19,POINT (27.968098050000002 -26.276138500000002),1050,1,0,1,1,0.68125,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
121,@AndileMlondo You are spot on its actually a setup for Ramaphosa to fail. ANC delegates think SAns are fools The ANC will pay heavily in the 2019 elections. Just like the announcement that TVET &amp; University students will gy free education come 2018,2017-12-18,POINT (30.57467225 -25.95821875),123,0,0,1,0,0.0,0.0,Neutral,Mpumalanga,Gert Sibande,Chief Albert Luthuli,23
122,"@totomoses @CassperNyovest He pledged towards our #R1PaysMyFEES initiative.A movement by the students and graduates with aims of raising funds for UNIVERSITY FEES 4 themselves and those around them. You use whatever you have to raise funds, I sell GEMERE via Twitter ( which is Free on MTN) 🙂🙈",2017-12-18,POINT (29.4770012 -23.9162345),5454,8,0,41,0,0.5,0.4166666666666666,Positive,Limpopo,Capricorn,Polokwane,22
123,@Yfm For him to pay my @AFDA_FilmSchool school fees next year 😢😔😊,2017-12-18,POINT (30.4153464 -30.74080065),4065,0,0,0,0,0.7357142857142858,-0.1178571428571428,Negative,KwaZulu-Natal,Ugu,Ray Nkonyeni,17
124,For him to pay my @AFDA_FilmSchool school fees next year😊😒😔 https://t.co/9s2xfjDA0M,2017-12-18,POINT (30.4153464 -30.74080065),4065,0,1,1,0,0.485,0.12,Positive,KwaZulu-Natal,Ugu,Ray Nkonyeni,17
125,She did some accounting irregularities with registration at UJ Soweto campus. Is that so? #FraudRenamed https://t.co/gRccOj80d9,2017-12-18,POINT (28.184066 -25.75260515),1055,0,0,0,0,0.4666666666666667,0.1666666666666666,Positive,Gauteng,City of Tshwane,City of Tshwane,60
126,I want to go to school next year. Will I qualify for free education? @PresidencyZA,2017-12-18,POINT (27.87429235 -26.14271175),1571,0,0,1,0,0.8,0.4,Positive,Gauteng,City of Johannesburg,City of Johannesburg,84
127,"Today I was able to pay the balance on my unisa fees,I can proudly say that I'm graduating come March,second Honours,so grateful to the Most High",2017-12-18,POINT (28.184066 -25.75260515),1772,0,2,3,1,0.5,0.125,Positive,Gauteng,City of Tshwane,City of Tshwane,60
128,the pipe dream of free education will only apply at university of Zumaland. https://t.co/2KGzz3DMTt,2017-12-18,POINT (27.87429235 -26.14271175),4066,0,0,0,0,0.6333333333333333,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
129,@danielmarven Maybe it's not boring...some of us remembered that there's school fees and uniforms to be paid for in December.,2017-12-18,POINT (27.968098050000002 -26.276138500000002),11189,0,0,1,0,0.6833333333333333,-0.1666666666666666,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
130,"@unisa @UniversitySA on the 27 Oct was writing BNU1501, on that day there was a Meter Taxi strike. All road towards to and from OR Tambo were blocked. That resulted us being late, we were about 10-15 and we got there 2mins after the start time and we were denied writing. https://t.co/5LE3mrkGQU",2017-12-18,POINT (28.21708905 -25.997561699999995),283,0,2,0,0,0.6111111111111112,0.0111111111111111,Positive,Gauteng,Ekurhuleni,Ekurhuleni,7
131,Here's to hoping that whoever wins the #ANC54 #ElectionResults2017 will invest in #tech skills education - supporting the development of #IoT that will benefit all - and make #SouthAfrica a #digital leader on the continent! https://t.co/Eo1FKnKAcr,2017-12-18,POINT (18.83334435 -33.928147949999996),261,2,0,0,0,0.6,0.1333333333333333,Positive,Western Cape,Cape Winelands,Stellenbosch,11
132,"Testimonial-Is your child having trouble with reading, vocabulary or comprehension?Does your child need help improving or passing his/her school subjects?

BOOK YOUR FREE ASSESSMENT TODAY! 👨‍🎓 📖 📚

#Education #Reading #educationmatters #learning #LearnEnglish #CR17 #students https://t.co/UTi8YPuQcU",2017-12-17,POINT (27.968098050000002 -26.276138500000002),49,0,0,1,0,0.5066666666666666,0.2866666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
133,This teacher wore the same outfit  at school for 42yrs. https://t.co/XQm5eYOOJk,2017-12-17,POINT (27.1702925 -25.592959800000003),1307,0,0,0,0,0.0,0.0,Neutral,North West,Bojanala,Rustenburg,5
134,"I like how diverse our startup founders @mlabsa are. #Transdisciplinary is the winning recipe 👌🏽 Meet Russel Luck, Tech Lawyer, UCT short course conductor on Block-chain and co-founder of SwiftLivestock 🙌🏽👇🏽 https://t.co/U1zDg2MtVb",2017-12-17,POINT (18.4961166 -33.8234111),3226,1,1,2,0,0.4747767857142856,-0.0814732142857142,Negative,Western Cape,City of Cape Town,City of Cape Town,113
135,I wish. Still paying school fees. I'm on the #11education journey which is priceless though https://t.co/8tjmSnmOBN,2017-12-17,POINT (18.4241 -33.9249),5477,0,0,0,0,0.44375,0.2375,Positive,Western Cape,City of Cape Town,City of Cape Town,115
136,Got a message from my high school accounting teacher. 😢 ❤ very touchy..,2017-12-17,POINT (28.25908195 -25.3806746),3597,0,0,0,0,0.6,0.4333333333333333,Positive,Gauteng,City of Tshwane,City of Tshwane,75
137,@Brendon_Ndlovu @Theo_Dench It’ll only ruin tertiary education if the drastic increase in student intake isnt matched by the same increase in government subsidies. Germany has free education (bcz they can afford as the country is literally debt free) and their universities have kept their reputations,2017-12-17,POINT (28.184066 -25.75260515),1174,1,0,1,0,0.7333333333333334,0.2833333333333334,Positive,Gauteng,City of Tshwane,City of Tshwane,60
138,I agree ... watch Wits expect all the registration fees https://t.co/IQesp38yQd,2017-12-17,POINT (27.87429235 -26.14271175),1852,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
139,"Student: Quick question . How does a person go about appealing for exclusion?

Me: Hi have you spoken to the Wits SRC?",2017-12-17,POINT (28.1361401 -25.860880649999995),2699,0,0,0,1,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,70
140,"Amen. People are so stupid.  devaluation would happen with influx. Universities have limited capacities so that won’t change. 
Free Education gives everyone a chance so only the brightest people will now be in these capacities. https://t.co/0WeuZoVsy4",2017-12-17,POINT (27.968098050000002 -26.276138500000002),6651,0,0,1,0,0.3333333333333333,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
141,"Amazing: Now that Zuma has announced free university education for the poor you hear some ANC leaders(Zuma critics) saying they don't like university education.

What if Zuma has announced universal basic grant for everyone?... Misanthropes crawling out of the woodwork?",2017-12-17,POINT (18.4241 -33.9249),9123,3,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
142,"@Sandyrosey I've been called that for reprimanding burning of university property. Kolisa ""Better Black"" Sinyanya. ❤🔥",2017-12-17,POINT (18.4241 -33.9249),14636,0,1,1,0,0.3181818181818182,0.1454545454545454,Positive,Western Cape,City of Cape Town,City of Cape Town,115
