,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9467,7518829,710,SAF8111,8111,2016-09-20,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Star (South Africa); Cape Argus; Mercury (South Africa),Subnational-National,"Stellenbosch University's Tygerberg campus was also blockaded, causing the suspension of classes",0,1611019285,ZAF
9468,7518830,710,SAF8113,8113,2016-09-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Mercury (South Africa); Cape Argus; Star (South Africa),National,"Wits University has shut down its campuses following violence and unrest: Students, police and private security guards at Wits clashed several times.",0,1611019285,ZAF
9469,7518831,710,SAF8122,8122,2016-09-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,Mercury (South Africa); Cape Argus; Star (South Africa),Subnational-National,"A large group of UCT students disrupted lectures, effectively preventing any access to campus. Students used boulders, tree stumps, rubble and canoes to barricade the access routes.",0,1611019285,ZAF
9471,7734553,710,SAF8120,8120,2016-09-20,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,Cape Argus; Mercury (South Africa); Star (South Africa),National,The management at the Nelson Mandela Metropolitan University in Port Elizabeth urged its staff and students to stay off campus as protests continued.,0,1615249504,ZAF
9473,8553767,710,SAF8118,8118,2016-09-20,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Ngaka Modiri Molema,Mafikeng,Mahikeng,-25.8556,25.6367,1,Times (South Africa),National,The North West University (NWU) has shut down its Mahikeng campus indefinitely Tuesday.,0,1632239612,ZAF
9474,5300239,710,SAF8104,8104,2016-09-19,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,News24 (South Africa),National,Students of the University of the Free State protested on campus over fee hikes.,0,1561469250,ZAF
9475,5300243,710,SAF8109,8109,2016-09-19,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,Cape Winelands,Stellenbosch,Stellenbosch,-33.9346,18.8668,1,News24 (South Africa),National,University of Stellenbosch students damaged property and assaulted fellow students and members of staff on Monday and Tuesday.,0,1561469250,ZAF
9477,7520120,710,SAF8105,8105,2016-09-19,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,African News Agency,National,Lectures at Witwatersrand University would continue despite students protesting against the looming tuition fee hike.,0,1611019289,ZAF
9478,7524951,710,SAF8108,8108,2016-09-19,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,News24 (South Africa),National,Students blocked both the south and north entrances at UCT's upper campus and all Jammie Shuttle routes were suspended.,0,1611019302,ZAF
9962,5921147,710,SAF7623,7623,2016-05-09,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg,-26.2023,28.0436,1,Daily Vox (South Africa),National,Suspended students and members of the #FeesMustFall campaign protested at the University of Johannesburg.,0,1567465433,ZAF
10146,7518822,710,SAF7439,7439,2016-04-04,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Democratic Alliance (South Africa); Cape Argus,Other-National,"Protests disrupted lectures at the University of the Witwatersrands Braamfontein campus. In the chaos, students set alight seats in a Wits lecture hall, causing extensive damage",0,1611019285,ZAF
10357,6035900,710,SAF7227,7227,2016-02-24,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Argus; Cape Times; AOL News,Subnational-International,Classes at UWC have been disrupted and university property damaged in three days of protests against outsourcing between Feb.22-24. #FeesMustFall protesters and outsourced workers clashed with police and university security during the protests.,0,1571164386,ZAF
10366,6035899,710,SAF7218,7218,2016-02-23,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Argus; AOL News; Cape Times,Subnational-International,Classes at UWC have been disrupted and university property damaged in three days of protests against outsourcing between Feb.22-24. #FeesMustFall protesters and outsourced workers clashed with police and university security during the protests.,0,1571164386,ZAF
10375,6035898,710,SAF7213,7213,2016-02-22,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Times; AOL News; Cape Argus,Subnational-International,Classes at UWC have been disrupted and university property damaged in three days of protests against outsourcing between Feb.22-24. #FeesMustFall protesters and outsourced workers clashed with police and university security during the protests.,0,1571164386,ZAF
10403,7523016,710,SAF7184,7184,2016-02-17,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,GroundUp,National,"#FeesWillFall student protesters protested to demand the suspesion of academic programmes so that the process of clearing debt, registration and residence placement can be completed.",0,1611019297,ZAF
10496,5921114,710,SAF7097,7097,2016-01-27,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Cape Winelands,Stellenbosch,Stellenbosch,-33.9346,18.8668,1,News24 (South Africa),National,"About 10 students, believed to be members of the Stellenbosch Fees Must Fall movement, protested outside the Admin building of Stellenbosch Univeristy.",0,1567465433,ZAF
