place_id,place_name,coords,geometry
{'place_id': '155bb32bd5d5b000'},Tops - Spar Bottle Store,"[18.694851548301425, -33.81618219108608, 18.694851548301425, -33.81618219108608]",POINT (18.694851548301425 -33.81618219108608)
{'place_id': '1100bbd37b57900b'},Ficks Wine & Pinchos,"[19.236081, -34.423131, 19.236081, -34.423131]",POINT (19.236081 -34.423131)
{'place_id': '07d9f75daf085001'},Premier Lounge,"[31.105066984162338, -29.619603654507134, 31.105066984162338, -29.619603654507134]",POINT (31.105066984162338 -29.619603654507134)
"{'place_id': '9d7cae88ff6a29f5', 'coordinates': {'type': 'Point', 'coordinates': [31.04548486, -29.86792602]}}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.43017206, -33.9169416]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'place_id': '7625b06bb7a47da0', 'coordinates': {'type': 'Point', 'coordinates': [27.46017, -26.89881]}}","Parys, South Africa","[27.4343981, -26.9403852, 27.511349, -26.8851567]",POINT (27.47287355 -26.912770950000002)
{'place_id': '1501c2e59cd47000'},Cape Point Vineyards,"[18.387361413973743, -34.09390996592579, 18.387361413973743, -34.09390996592579]",POINT (18.387361413973743 -34.09390996592579)
{'place_id': '07d9e67374085000'},Umtata Airport (UTT),"[28.671155763878808, -31.548416853588677, 28.671155763878808, -31.548416853588677]",POINT (28.671155763878808 -31.548416853588677)
{'place_id': '15413a287a955000'},7-Eleven,"[27.916086737314, -26.13137238946089, 27.916086737314, -26.13137238946089]",POINT (27.916086737314 -26.13137238946089)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.32173606, -29.57300257]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.32173606, -29.57300257]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [28.220892, -25.827688]}, 'place_id': 'cc95b56a28712044'}","Centurion, South Africa","[28.0010585, -25.9448996, 28.2712217, -25.7768617]",POINT (28.1361401 -25.860880649999995)
{'place_id': '07d9f15439485001'},Pholela CHC,"[29.879895998114748, -29.756959710845788, 29.879895998114748, -29.756959710845788]",POINT (29.879895998114748 -29.756959710845788)
"{'coordinates': {'type': 'Point', 'coordinates': [30.57331953, -29.73334921]}, 'place_id': 'cf8bf8b52bfed050'}","Camperdown, South Africa","[30.5241225, -29.7888498, 30.6884224, -29.7194909]",POINT (30.606272449999995 -29.754170350000006)
{'place_id': '07d9e7df41c83000'},Thunzi Bush Lodge,"[25.319007362355677, -33.97536603256648, 25.319007362355677, -33.97536603256648]",POINT (25.319007362355677 -33.97536603256648)
"{'coordinates': {'type': 'Point', 'coordinates': [28.15882368, -26.22446065]}, 'place_id': '1465fdb4074020c2'}","Germiston, South Africa","[28.119808, -26.3203251, 28.240063, -26.137332]",POINT (28.1799355 -26.228828550000003)
{'place_id': '07d9d7d602885004'},Potchefstroom,"[28.003841360823213, -26.2586546151088, 28.003841360823213, -26.2586546151088]",POINT (28.003841360823213 -26.2586546151088)
{'place_id': '07d9d8c077c88004'},Igagasi Chesa Nyama,"[28.12250021627848, -26.27180487472203, 28.12250021627848, -26.27180487472203]",POINT (28.12250021627848 -26.27180487472203)
"{'coordinates': {'type': 'Point', 'coordinates': [28.08476, -26.15397]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'coordinates': {'type': 'Point', 'coordinates': [28.37815, -26.3518599]}, 'place_id': 'cc58a83349145cf4'}","Tsakane, South Africa","[28.3411798, -26.3843287, 28.4242434, -26.3033436]",POINT (28.3827116 -26.34383615)
"{'coordinates': {'type': 'Point', 'coordinates': [18.5791148, -33.97354904]}, 'place_id': 'f11f13da485181c3'}","Guguletu, South Africa","[18.5585053, -34.0024526, 18.5874865, -33.9618869]",POINT (18.572995900000002 -33.98216975)
"{'coordinates': {'type': 'Point', 'coordinates': [18.35075767, -34.04352036]}, 'place_id': 'f97402bb7ad87a15'}","Hout Bay, South Africa","[18.3076084, -34.0618095, 18.3950931, -34.005386]",POINT (18.35135075 -34.03359775)
"{'coordinates': {'type': 'Point', 'coordinates': [28.06397263, -26.19619321]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': '15040070bd166008'},Van Schaik Bookstore,"[28.232826981693506, -25.750753674656153, 28.232826981693506, -25.750753674656153]",POINT (28.232826981693506 -25.750753674656153)
{'place_id': '07d9e1bc13480000'},Bloemfontein Suid Rocklands,"[26.25185078075417, -29.177701088217063, 26.25185078075417, -29.177701088217063]",POINT (26.25185078075417 -29.177701088217063)
"{'coordinates': {'type': 'Point', 'coordinates': [30.37077793, -29.57901752]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [31.0653059, -29.723223]}, 'place_id': 'c884a1b7e3a91f5e'}","Umhlanga, South Africa","[31.0346564, -29.7608195, 31.0944587, -29.7082913]",POINT (31.06455755 -29.734555399999998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.88315, -29.7724]}, 'place_id': '08cf288c7b54f834'}","Kloof, South Africa","[30.7630204, -29.8228068, 30.8910911, -29.7185395]",POINT (30.827055750000003 -29.77067315)
"{'coordinates': {'type': 'Point', 'coordinates': [27.84802746, -25.72579842]}, 'place_id': 'b1d0f1517451841e'}","Hartbeespoort, South Africa","[27.7984631, -25.7779946, 27.9127676, -25.7125421]",POINT (27.85561535 -25.74526835)
"{'coordinates': {'type': 'Point', 'coordinates': [30.97113378, -29.8180994]}, 'place_id': '9d7cae88ff6a29f5'}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
{'place_id': '07d9d2dd20081002'},Swartkops Airforce Base,"[28.161201176995878, -25.805899321543446, 28.161201176995878, -25.805899321543446]",POINT (28.161201176995878 -25.805899321543446)
{'place_id': '1540d330c7555000'},Cresta Shopping Centre,"[27.97423153, -26.13080246, 27.97423153, -26.13080246]",POINT (27.97423153 -26.13080246)
"{'coordinates': {'type': 'Point', 'coordinates': [30.38889278, -29.58754535]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [27.85487, -26.34266]}, 'place_id': '4e21645930b9b531'}","Lenasia, South Africa","[27.810449, -26.3507302, 27.8879003, -26.2954462]",POINT (27.84917465 -26.3230882)
"{'coordinates': {'type': 'Point', 'coordinates': [30.36488836, -29.5755053]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9d620e9c82001'},Premier Hotel ELICC,"[27.918732685191543, -33.01822806929509, 27.918732685191543, -33.01822806929509]",POINT (27.918732685191543 -33.01822806929509)
"{'coordinates': {'type': 'Point', 'coordinates': [30.36452929, -29.57530719]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.29033237, -29.53894113]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.37552244, -29.58311668]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9e15291488001'},Bossa Social Cafe & Bar,"[18.628989754192688, -33.875031632145934, 18.628989754192688, -33.875031632145934]",POINT (18.628989754192688 -33.875031632145934)
"{'coordinates': {'type': 'Point', 'coordinates': [30.49764558, -29.71901791]}, 'place_id': 'df6eef91c0b398f0'}","Mkhambathini, South Africa","[30.3943989, -30.0462003, 30.680372, -29.6255616]",POINT (30.53738545 -29.83588095)
"{'coordinates': {'type': 'Point', 'coordinates': [30.33508954, -29.57788448]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.32091068, -29.57275145]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.3644649, -29.57546653]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [27.95518463, -26.07398922]}, 'place_id': 'd73e8f8ebdd03aff'}","Randburg, South Africa","[27.8925632, -26.1368652, 28.0223519, -25.9025742]",POINT (27.95745755 -26.0197197)
"{'coordinates': {'type': 'Point', 'coordinates': [28.2533, -26.2189]}, 'place_id': '80d77440d7bd9308'}","Boksburg, South Africa","[28.1894483, -26.4014473, 28.308244, -26.128581]",POINT (28.248846149999995 -26.26501415)
{'place_id': '07d9dee2d8883000'},Bram Fischer Shopping Centre,"[28.000177619820015, -26.11124798812661, 28.000177619820015, -26.11124798812661]",POINT (28.000177619820015 -26.11124798812661)
"{'coordinates': {'type': 'Point', 'coordinates': [28.04424926, -26.27943961]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'coordinates': {'type': 'Point', 'coordinates': [30.80248789, -29.82298204]}, 'place_id': '3531e62c4c090352'}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
"{'coordinates': {'type': 'Point', 'coordinates': [30.93181789, -29.72124033]}, 'place_id': '4667516c69d2a016'}","Ntuzuma, South Africa","[30.9193326, -29.7674988, 30.9725494, -29.7127992]",POINT (30.945940999999998 -29.740148999999995)
{'place_id': '0acf435ca5962000'},Westlake Eco Estate,"[28.143464, -26.100116, 28.143464, -26.100116]",POINT (28.143464 -26.100116)
{'place_id': '07d9e4ff7dc87000'},Calistos,"[28.03116665994119, -26.262926479987613, 28.03116665994119, -26.262926479987613]",POINT (28.03116665994119 -26.262926479987613)
{'place_id': '07d9f73c36c88000'},Rhebokskloof Estate,"[18.932621740569413, -33.68448030747706, 18.932621740569413, -33.68448030747706]",POINT (18.932621740569413 -33.68448030747706)
{'place_id': '07d9eef30e488000'},Connemara - Underberg,"[29.54095, -29.747702, 29.54095, -29.747702]",POINT (29.54095 -29.747702)
{'place_id': '0fc2a4ffcb155000'},Dis-Chem,"[27.976093085753718, -26.13099407222623, 27.976093085753718, -26.13099407222623]",POINT (27.976093085753718 -26.13099407222623)
"{'coordinates': {'type': 'Point', 'coordinates': [27.88476499, -25.72948701]}, 'place_id': '4a52a7d82d53f3fa'}","Schoemansville, South Africa","[27.8572797, -25.7433406, 27.9106832, -25.7195334]",POINT (27.88398145 -25.731437)
"{'coordinates': {'type': 'Point', 'coordinates': [18.41618657, -33.90364986]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'coordinates': {'type': 'Point', 'coordinates': [31.07088619, -29.69920449]}, 'place_id': '046e502f3c4e0e3b'}","Tongaat, South Africa","[30.9140819, -29.7180166, 31.1842265, -29.5006541]",POINT (31.0491542 -29.60933535)
{'place_id': '9d2d1c85c019269d'},"Petrusburg, South Africa","[25.4074767, -29.1222135, 25.4292769, -29.1056246]",POINT (25.4183768 -29.11391905)
"{'coordinates': {'type': 'Point', 'coordinates': [32.03649569, -28.7143702]}, 'place_id': 'a2ba9514c7b23daa'}","Richard's Bay, South Africa","[31.9704705, -28.8264237, 32.1442604, -28.6994881]",POINT (32.05736545 -28.762955900000005)
{'place_id': '07d9d4b981081004'},Atlantis Dunes,"[18.44923701347368, -33.59843544487001, 18.44923701347368, -33.59843544487001]",POINT (18.44923701347368 -33.59843544487001)
{'place_id': '07d9d86803886000'},151 Oxford Road,"[28.044575207973715, -26.149950068675672, 28.044575207973715, -26.149950068675672]",POINT (28.044575207973715 -26.149950068675672)
"{'coordinates': {'type': 'Point', 'coordinates': [30.32177732, -29.57301506]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [31.03093, -29.85151]}, 'place_id': '9d7cae88ff6a29f5'}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
{'place_id': '07d9e5d97bc86000'},"North West University, Mafikeng Campus","[25.608827421768556, -25.82937486378565, 25.608827421768556, -25.82937486378565]",POINT (25.608827421768556 -25.82937486378565)
"{'coordinates': {'type': 'Point', 'coordinates': [29.26520512, -25.88709269]}, 'place_id': '27b2c17b988dcc52'}","eMalahleni, South Africa","[29.0788593, -25.9971906, 29.3804417, -25.7928753]",POINT (29.229650499999998 -25.89503295)
"{'coordinates': {'type': 'Point', 'coordinates': [28.02444444, -26.25833333]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': '1072eef6f754f000'},Gateway Theatre of Shopping,"[31.06586766, -29.72595248, 31.06586766, -29.72595248]",POINT (31.06586766 -29.72595248)
{'place_id': '13fce42456d52007'},Goddess Cafe,"[28.000268, -26.129888, 28.000268, -26.129888]",POINT (28.000268 -26.129888)
{'place_id': '07d9d68c69885001'},Welgeleging Mine,"[28.87586815758756, -26.11637480736599, 28.87586815758756, -26.11637480736599]",POINT (28.87586815758756 -26.11637480736599)
"{'coordinates': {'type': 'Point', 'coordinates': [30.31235355, -29.56219834]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [18.35032, -34.04144]}, 'place_id': 'f97402bb7ad87a15'}","Hout Bay, South Africa","[18.3076084, -34.0618095, 18.3950931, -34.005386]",POINT (18.35135075 -34.03359775)
"{'coordinates': {'type': 'Point', 'coordinates': [31.2, -29.55]}, 'place_id': '74b2aa05d95d374d'}","Ballito, South Africa","[31.1814119, -29.5723789, 31.22641, -29.5170926]",POINT (31.20391095 -29.544735750000005)
"{'coordinates': {'type': 'Point', 'coordinates': [30.99713628, -29.78363674]}, 'place_id': 'd5a23180edcb8816'}","Newlands, South Africa","[30.9253692, -29.8038388, 31.0100979, -29.7612315]",POINT (30.96773355 -29.78253515)
{'place_id': '07d9ed8ff7080002'},Sun City Welcome Centre,"[27.097063959694967, -25.34580952155878, 27.097063959694967, -25.34580952155878]",POINT (27.097063959694967 -25.34580952155878)
"{'coordinates': {'type': 'Point', 'coordinates': [27.83711408, -26.07670463]}, 'place_id': '1744381d2805a216'}","Roodepoort, South Africa","[27.771294, -26.2656942, 27.9772907, -26.0197293]",POINT (27.87429235 -26.14271175)
"{'coordinates': {'type': 'Point', 'coordinates': [31.09484038, -29.67450209]}, 'place_id': '046e502f3c4e0e3b'}","Tongaat, South Africa","[30.9140819, -29.7180166, 31.1842265, -29.5006541]",POINT (31.0491542 -29.60933535)
"{'coordinates': {'type': 'Point', 'coordinates': [18.60059381, -33.59039375]}, 'place_id': 'f49a84d45844993b'}","Atlantis, South Africa","[18.4478678, -33.6418647, 18.6135922, -33.5235039]",POINT (18.53073 -33.5826843)
"{'coordinates': {'type': 'Point', 'coordinates': [31.02198564, -29.75317407]}, 'place_id': 'a8bb86295be7f9a9'}","Kwa-Mashu, South Africa","[30.9493659, -29.7637775, 31.031045, -29.7131172]",POINT (30.990205449999998 -29.73844735)
"{'coordinates': {'type': 'Point', 'coordinates': [18.96318446, -33.73693476]}, 'place_id': '27d279474c96cdeb'}","Paarl, South Africa","[18.9085789, -33.7831191, 19.0227242, -33.6733063]",POINT (18.965651549999997 -33.7282127)
"{'coordinates': {'type': 'Point', 'coordinates': [28.05448368, -26.10640122]}, 'place_id': '178a87b8e2eaa375'}","Sandton, South Africa","[27.9829939, -26.1362658, 28.1382322, -25.9811502]",POINT (28.06061305 -26.058708)
"{'coordinates': {'type': 'Point', 'coordinates': [30.32218115, -29.57313732]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9e717b8081002'},Mdantsane City Shopping Centre,"[27.681064983954847, -32.93534087164333, 27.681064983954847, -32.93534087164333]",POINT (27.681064983954847 -32.93534087164333)
{'place_id': 'cedd3eef2af82882'},"Kenton-on-Sea, South Africa","[26.621821, -33.6960233, 26.6832137, -33.6683741]",POINT (26.65251735 -33.6821987)
{'place_id': '07d9d2e626c82000'},Melrose Arch Piazza,"[28.068527757862135, -26.131615802772725, 28.068527757862135, -26.131615802772725]",POINT (28.068527757862135 -26.131615802772725)
"{'coordinates': {'type': 'Point', 'coordinates': [30.99524186, -29.790313]}, 'place_id': 'd5a23180edcb8816'}","Newlands, South Africa","[30.9253692, -29.8038388, 31.0100979, -29.7612315]",POINT (30.96773355 -29.78253515)
{'place_id': '11e5f693aa141000'},Waterfall City,"[28.109244, -26.0129314, 28.109244, -26.0129314]",POINT (28.109244 -26.0129314)
{'place_id': 'bd210e7d725d1bb4'},"Sedgefield, South Africa","[22.7666263, -34.0375377, 22.830288, -33.9949036]",POINT (22.798457149999997 -34.01622065)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.30289725, -29.54437846]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.30311284, -29.54411139]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': 'd5a23180edcb8816', 'coordinates': {'type': 'Point', 'coordinates': [30.99524186, -29.790313]}}","Newlands, South Africa","[30.9253692, -29.8038388, 31.0100979, -29.7612315]",POINT (30.96773355 -29.78253515)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.32218115, -29.57313732]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.80248789, -29.82298204]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
{'place_id': '07d9cdac84481002'},The Baron Woodmead,"[28.089597937502745, -26.057401388395338, 28.089597937502745, -26.057401388395338]",POINT (28.089597937502745 -26.057401388395338)
"{'place_id': '9d7cae88ff6a29f5', 'coordinates': {'type': 'Point', 'coordinates': [30.96824051, -29.82054314]}}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
"{'place_id': '62b0cb0005d01039', 'coordinates': {'type': 'Point', 'coordinates': [30.90930465, -29.83750025]}}","Westville, South Africa","[30.8898711, -29.8691368, 30.9629445, -29.7929432]",POINT (30.926407800000003 -29.83104)
{'place_id': '07d9f6370f080001'},Ormonde View Estates,"[27.984267799674416, -26.252835825976835, 27.984267799674416, -26.252835825976835]",POINT (27.984267799674416 -26.252835825976835)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.37585965, -29.58798242]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '0fc2b9c97055e000'},Madi a Thavha Mountain Lodge,"[29.82698724735879, -23.01574693141152, 29.82698724735879, -23.01574693141152]",POINT (29.82698724735879 -23.01574693141152)
{'place_id': 'a547366aa715fd80'},"Uitenhage, South Africa","[25.3535627, -33.7953586, 25.4549361, -33.7246367]",POINT (25.4042494 -33.75999765)
{'place_id': '07d9cf2e70880001'},Protea hotel,"[25.5826229, -33.7915268, 25.5826229, -33.7915268]",POINT (25.5826229 -33.7915268)
{'place_id': '0fc348e8f1141001'},Protea Hotel,"[24.7554212808609, -28.74022679152857, 24.7554212808609, -28.74022679152857]",POINT (24.7554212808609 -28.74022679152857)
{'place_id': '07d9cd5dc6081001'},Ndofire,"[27.884061819379877, -26.20386100947049, 27.884061819379877, -26.20386100947049]",POINT (27.884061819379877 -26.20386100947049)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.28280992, -29.53764768]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.3028192, -29.54378047]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9dbeefc881000'},Sun City Casino,"[27.09973772637978, -25.347557229143685, 27.09973772637978, -25.347557229143685]",POINT (27.09973772637978 -25.347557229143685)
"{'coordinates': {'type': 'Point', 'coordinates': [30.3028192, -29.54378047]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9dea699081002'},Jammie Shuttle Stop- Claremont,"[18.46617869205032, -33.979579806236856, 18.46617869205032, -33.979579806236856]",POINT (18.46617869205032 -33.979579806236856)
{'place_id': '07d9e3c7d1088001'},Mezepoli,"[28.0686605746955, -26.131398086144355, 28.0686605746955, -26.131398086144355]",POINT (28.0686605746955 -26.131398086144355)
"{'coordinates': {'type': 'Point', 'coordinates': [18.630615, -33.89186]}, 'place_id': '1d9b85f4cd86b224'}","Bellville, South Africa","[18.589352, -33.9412227, 18.6772826, -33.8393269]",POINT (18.6333173 -33.8902748)
{'place_id': '07d9dcad69c84000'},Total Petrol Port Magaliesberg,"[27.64177585348278, -25.738000569622812, 27.64177585348278, -25.738000569622812]",POINT (27.64177585348278 -25.738000569622812)
"{'coordinates': {'type': 'Point', 'coordinates': [30.38603815, -29.58768934]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9cd29da484000'},Sishen Airport,"[22.997951753710662, -27.649467993150914, 22.997951753710662, -27.649467993150914]",POINT (22.997951753710662 -27.649467993150914)
"{'coordinates': {'type': 'Point', 'coordinates': [30.40094351, -29.59528236]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9d66efbc84000'},De Hoek,"[18.766607793758716, -32.94125248791402, 18.766607793758716, -32.94125248791402]",POINT (18.766607793758716 -32.94125248791402)
{'place_id': '03356f1e429fceec'},"Tsebishi, South Africa","[28.9340699, -24.1365947, 28.9659096, -24.1123979]",POINT (28.949989750000004 -24.1244963)
{'place_id': '0fcf0b7b6a579002'},Olive & Plates,"[28.032623, -26.12499, 28.032623, -26.12499]",POINT (28.032623 -26.12499)
"{'coordinates': {'type': 'Point', 'coordinates': [28.08910131, -26.28917303]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'coordinates': {'type': 'Point', 'coordinates': [18.83632519, -34.08628671]}, 'place_id': 'b743bd4031dd59a1'}","Somerset West, South Africa","[18.7154438, -34.2703306, 18.980373, -33.9999679]",POINT (18.8479084 -34.13514925)
"{'coordinates': {'type': 'Point', 'coordinates': [30.89048, -29.99387]}, 'place_id': '3c3927904eaceaa2'}","Umlazi, South Africa","[30.8259955, -30.0121548, 30.9453829, -29.9306007]",POINT (30.885689199999998 -29.97137775)
{'place_id': '07d9e8a274087000'},Universiteit van Pretoria,"[28.234493893531486, -25.755116954648607, 28.234493893531486, -25.755116954648607]",POINT (28.234493893531486 -25.755116954648607)
"{'coordinates': {'type': 'Point', 'coordinates': [30.44569644, -29.6483304]}, 'place_id': '332aa63712657358'}","Msunduzi, South Africa","[30.3361374, -29.7488118, 30.5438823, -29.584618]",POINT (30.44000985 -29.6667149)
"{'coordinates': {'type': 'Point', 'coordinates': [30.96046363, -29.83206205]}, 'place_id': '62b0cb0005d01039'}","Westville, South Africa","[30.8898711, -29.8691368, 30.9629445, -29.7929432]",POINT (30.926407800000003 -29.83104)
"{'coordinates': {'type': 'Point', 'coordinates': [28.41691, -26.14361]}, 'place_id': 'af5ad75457a60467'}","Daveyton, South Africa","[28.3965681, -26.1665683, 28.4532364, -26.1160429]",POINT (28.424902250000002 -26.141305600000003)
"{'coordinates': {'type': 'Point', 'coordinates': [30.35071679, -29.58409773]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9dc241bc87000'},Randjes Clubhouse,"[28.16997528076172, -25.924778996744454, 28.16997528076172, -25.924778996744454]",POINT (28.16997528076172 -25.924778996744454)
{'place_id': '5cefa43a801d8be7'},"Ottosdal, South Africa","[25.9900614, -26.8186164, 26.018977, -26.8042299]",POINT (26.004519199999997 -26.81142315)
{'place_id': '07d9e3ec0cc86001'},Sunnyside Park Hotel,"[28.046787741269487, -26.179110933027943, 28.046787741269487, -26.179110933027943]",POINT (28.046787741269487 -26.179110933027943)
{'place_id': '07d9f4635a481002'},Life St. James Medical Clinic,"[27.901302309706384, -33.000303508956584, 27.901302309706384, -33.000303508956584]",POINT (27.901302309706384 -33.000303508956584)
{'place_id': '07d9e26d9e484000'},mpongo river lodge,"[27.770988305462808, -32.847887326907845, 27.770988305462808, -32.847887326907845]",POINT (27.770988305462808 -32.847887326907845)
"{'coordinates': {'type': 'Point', 'coordinates': [28.11245, -26.14053]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'coordinates': {'type': 'Point', 'coordinates': [31.02778054, -29.85381927]}, 'place_id': '9d7cae88ff6a29f5'}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
